,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
4899,"August 30, 2014",0244,"Tamanraset, Algeria",Ukraine Air Alliance,?,Glascow -Tamanraset - Equitorial Guinea,Antonov An-12BK,UR-DWF,8345802,7,5,2,7,5,2,0,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off."
4900,"August 31, 2014",1945,"Mwanza, Tanzania",Safari Express Cargo,?,Mwanza - Nairobi,Fokker F-27 MK 500,5Y-SXP,10681,3,1,2,3,1,2,0,"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza."
4901,"September 20, 2014",0935,"Near Port Moresby, Papua New Guinea",Hevlift,?,Woitape - Port Moresby,de Havilland Canada DHC-6 Twin Otter 300,P2-KSV,528,9,7,2,4,2,2,0,"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The crew continued the descent in instrument meteorological conditions without confirming their position. The flight crew’s assessment of their position was incorrect and they had lost situational awareness."
4902,"October 04, 2014",0156,"Wichita Falls, Texas",Air Evac Lifeteam,?,"Waurika, OK - Wichita Falls, TX",Bell 206L,?,?,4,1,3,2,1,1,0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured."
4903,"December 28, 2014",0300,"Near Uvira, Congo",Air Sirin,902,"Bujumbura, Burundi - Pointe Noire, Congo",Antonov An-26,4L-AFS,8606,6,0,6,6,0,6,0,The cargo plane impacted a mountainside while en route.
4904,"December 28, 2014",0618,Java Sea,AirAsia,8501,Surabaya - Singapore,Airbus A-320-216,PK-AXC,3648,162,155,7,162,155,7,0,"The aircraft went missing while en route from Suabaya to Singapore. Contact was lost about 40 minutes after taking off. Before contact was lost, the pilot requested a route change due to weather conditions. Preliminary indications are the plane ran into poor weather and stalled from FL320. The rudder travel limiter faulted 3 times during the flight. On the fourth fault the captain decided to try resetting the system by pulling circuit breakers as he had seen a maintenance technician do on the ground. This caused the autopilot to disengage causing the plane to bank 54 degrees. The the first officer, who was flying, became disoriented and was slow to correct the bank. He then put the plane into a steep climb that caused the aircraft to stall and eventually crash. Records show that the plane flew with that mechanical problem for 12 months preceding the accident."
4905,"January 18, 2015",?,"Near Abu adh Dhuhur Air Base, Syria",Syrian Air Force,?,Damascus - Abu Adh Dhuhur,Antonov An-26,?,?,37,35,2,37,35,2,0,"The army transport crashed while attempting to land in fog after hitting electric lines. The Al Nursa front, claimed that it shot down the aircraft."
4906,"February 04, 2015",1055,"Taipei, Taiwan",Transasia,235,Taipei - Kinmen,ATR 72-600,B-22816,1141,58,53,5,43,39,4,0,"After the aircraft took off, it climbed to 1,300 feet, turned left and began losing altitude and speed. It then, banked to 90 degrees, the wingtip striking a taxi on a roadway and crashed into the Keelung River, coming to rest inverted. The torque censor in the right engine malfunctioned, feathering the engine. The pilot  then mistakenly throttled down a still-running left engine. The plane without power, lost altitude and crashed.  Pilot error."
4907,"March 09, 2015",?,"Villa Castelli, Argentina",Private,?,Filiming,Both Eurocopter AS350B3,LQ-CGK - LQ-FJQ,?,10,8,2,10,8,2,0,"Three French sports figures, Florence Arthaud, Camille Muffat and Alexis Vastine, participating in the French reality show Droped, were killed along with seven other people when the two helicopters filming the show collided. Five killed on each helicopter"
4908,"March 24, 2015",1053,"Near Digne-Les-Bains, France",Germanwings,9525,"Barcelona, Spain - Dusseldorf, Germany",Airbus A320-211,D-AIPX,147,150,144,6,150,144,6,0,"The jetliner crashed in a remote mountainous area of southern France. The plane was obliterated with no wreckage larger than a small car. According to a flight tracker, the plane fell from 38,000 ft. to 11,400 ft. in eight minutes. The aircraft impacted the ground at a high rate of speed. The copilot locked the captain out of the cockpit and deliberately put the plane into a controlled descent until it impacted the ground."
4909,"June 25, 2015",1343,"Ella Lake, Alaska",Promech Air,?,Sightseeing,de Havilland DHC-3T Vazar TurbineOtter,N270PA,270,9,8,1,9,8,1,0,"The Twin Otter crashed while on a sightseeing tour carrying cruise ship passengers. The plane impacted a granite rock face cliff near Ella Lake, about 25 miles northeast of Ketchikan. The pilot’s decision to continue visual flight into an area of instrument meteorological conditions, which resulted in his geographic disorientation and controlled flight into terrain."
4910,"June 30, 2015",1148,"Medan, Indonesia",Military - Indonesian Air Force,?,"Medan - Tanjung Pinang, Sumatra.",Lockheed C130-B Hercules,A-1310,3616,122,110,12,122,110,12,19,"The military transport crashed shortly after taking off from Soewondo Air Base. Two minutes into the flight, the crew radioed they were having engine problems and returning to the airport. Soon after, the plane went down in a populated area, hitting two empty buildings. The plane was carrying civilian relatives of military personnel."
4911,"July 31, 2015",?,"Near Agustin Codazzi, Colombia",Military - Colombia Air Force,?,Palanquero AB -Valledupar,CASA CN-235-100,FAC1261,C-118,11,0,11,11,0,11,0,The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash.
4912,"August 12, 2015",0845,"Ninia, Indonesia",Komala Air,?,Wamena - Ninia,Pacific Aerospace,PK-KIG,650-0151,6,4,2,1,0,1,0,"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed."
4913,"August 16, 2015",1455,"Tangok mountain, Papua",Trigana Air Service,267,Jayapura- Oksibil,ATR 42-300,PK-YRN,102,54,49,5,54,49,5,0,"The passenger plane crashed into Tangok mountain located in a remote area of Papua's eastern most provence. There was no distress call from the aircraft. High winds and heavy rain was reported in the accident area. The deviation from the visual approach guidance in visual flight rules without considering the weather and terrain condition, with no or limited visual reference to the terrain resulted in the aircraft flew to terrain."
4914,"September 05, 2015",1908,"Off Dakar, Near Dioubel, Senegal",Senegalair,71,Ouagadougou - Dakar,Hawker Siddeley HS-125,6V-AIM,257062,7,5,2,7,2,5,0,"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient. The collision is due to 6V-AIM's non-compliance with its flight level."
4915,"September 15, 2015",0624,"Iliamna East Wind Lake, Alaska",Rainbow King Lodge,?,Iliamna - Remote lake,de Havilland Canada DHC 3T Turbine Otter,N928PK,61,7,6,1,3,3,0,0,"While on the way to a remote fishing site, the non-sceduled passenger float plane crashed in trees as it attempted to take off. Three of the passengers were killed. The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control."
4916,"October 02, 2015",0019,"Jalalabad, Afghanistan",Military - U.S. Army,?,Jalalabad - Bagram,Lockheed C-130J Hercules,08-3174,5648,11,5,6,11,5,6,2,"The military transport crashed while taking off from Jalalabad Airport. Five crew members, 5 passengers and 2 on the ground were killed. The MP’s placement of the hard-shell NVG case in front of the yoke blocking forward movement of the flight controls, the distractions experienced by the MP and MCP during the course of the ERO, and the misidentification of the malfunction once airborne."
4917,"October 02, 2015",1429,"Near Masamba, Indonesia",Avistar Mandari,7503,Masamba - Makassar,de Havilland DHC-6 Twin Otter,PK-BRM,741,10,7,3,10,7,3,0,The aircraft went missing minutes after talking off from the airport. Seven passengers and three crew were on board. Wreckage was located on Mount Latimojong. Deviation from the company visual route without properly considering the elevated risks of cruising altitude lower than the highest terrain and instrument meteorological condition in addition with the absence of the EGPWS warning resulted in the omission of avoidance actions.
4918,"October 31, 2015",0830,"Near Ilaga, Indonesia",Trigana Air Service,?,Timik - Ilaga,de Havilland DCH-4T Caribou,PK-SWW,303,4,0,4,4,0,4,0,"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact."
4919,"October 31, 2015",0613,"Near Hasna, Egypt",Metrojet,9268,Sharem el Sheikh - St. Petersburg,Airbus A321-231,EI-ETJ,663,224,217,7,224,217,7,0,"Approximate 25 minutes after taking off from Sharem el Sheikh airport, radar contact was lost with the airliner. Wreckage was found near Hasna in the north Sinai. The aircraft was flying at about 30,000 feet when contact with the plane was lost. The aircraft was brought down by a homemade explosive device in the left rear cargo hold. The improvised device was equivalent to 2.2 lbs of TNT."
4920,"November 04, 2015",0900,"Juba, South Sudan",Allied Services Limited,?,Juba - Paloich,Antonov 12BK,EY-406,1347704,43,38,5,41,37,4,0,"The cargo plane had just taken off from Juba Airport when it had difficulty gaining altitude and crashed into a hill about half a mile east of Runway 13. South Sudan Authorities reported the aircraft was unable to climb because it was overload, and the captain reported to ATC prior to departure he was carrying 12 passengers."
4921,"November 21, 2015",1155,"Fox Glacier, South Valley, New Zealand",Alpine Adventures,?,Sightseeing,Aerospatiale AS 350B2 Ecureuil,ZK-HKU,1132,7,6,1,7,6,1,0,"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet."
4922,"November 24, 2015",1015,"Near Igarka, Russia",Turuhan Avia,?,Igarka - Krasnyi Selkub,Mil MI-8T,RA-2561,98206821/59,26,22,4,15,13,2,0,"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed."
4923,"January 08, 2016",0020,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,294,Oslo - Tromsø,Canadair CRJ-200,SE-DUX,7010,2,0,2,2,0,2,0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting."
4924,"February 02, 2016",?,"Near Mogadishu, Somalia",Daallo Airlines,3159,Mogadishu - Djibouti,Airbus A321-111,SX-BHS,642,72,72,?,1,1,?,0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.
4925,"February 24, 2016",0815,"Dana, Nepal",Tara Air,193,Pokhara - Jomsom,de Havilland DHC-6 Twin Otter 400,9N-AHH,926,23,20,3,23,20,3,0,"The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident. It was determined that the crew deviated from the prescribed route to the left while descending to Jomsom due to the presence of clouds in the area. In doing so, the aircraft descended to 10,000 feet in clouds while flying under visual flight rules (VFR). When the GPWS warning sounded, the crew failed to react immediately and the aircraft hit a cliff at the altitude of 10,700 feet before coming to rest at the altitude of 10,982 feet."
4926,"February 26, 2016",?,"250 miles northwest of Kathmandu, Nepal",Kasthamandap Airlines,?,Nepalganj - Jumla,PAC 750XL,9N-AJB,160,11,9,2,2,0,2,0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.
4927,"March 09, 2016",0905,"Cox's Bazar, Bangladesh",True Aviation Ltd.,?,Cox's Bazar - Jessore,Antonov AN-26,S2-AGZ,13408,4,0,4,3,0,3,0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore. Failure to initiate a rejected take off during take off roll following the indication of engine failure;Failure to adhere to the company SOP following the detection of the engine failure during take off;"
4928,"March 15, 2016",1430,"Fatima Pastaza, Ecuador",Military - Ecuador Army,?,Training,IAI Attava 201,E-206,090,22,19,3,22,19,3,0,"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed."
4929,"March 19, 2016",0341,"Rostov-on-Don, Russia",Flydubai,981,Dubai - Rostov,Boeing 737-8KN (WL),A6-FDN,40241/3517,62,55,7,62,55,7,0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated. The accident occurred during the second go around, due to an incorrect aircraft configuration and crew piloting, the subsequent loss of PIC’s situational awareness in nighttime in IMC. This resulted in a loss of control of the aircraft and its impact with the ground."
4930,"March 29, 2016",1140,"Magdelen Islands, Quebec, Canada",Marquise Aviation Corp.,?,Montreal - Iles-de-la-Magdelen,Mitsubishi MU-2B 60 Marquise,N246W,1552S-A,7,5,2,7,5,2,0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach."
4931,"April 04, 2016",1530,"Near Pigeon Forge, Tennessee",Smoky Mountain Helicopters,?,Sightseeing,Bell 206L,N16760,45081,5,4,1,5,4,1,0,The helicopter crashed in a wooded hillside while on a sightseeing flight..
4932,"April 13, 2016",1420,"Kiunga, Papua New Guinea",Sunbird Aviation,?,Oksapmin - Kiungaraining,Britten-Norman Islander,P2-SBC,3010,12,11,1,12,11,1,0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure. The aircraft’s center of gravity was significantly aft of the aft limit. When landing flap was set, full nose-down elevator and elevator trim was likely to have had no effect in lowering the nose of the aircraft."
4933,"April 29, 2016",1150,"Sorta, Norway",CHC Helikopter Service,?,Gullfflex B - Bergen,Eurocopter EC225LP Super Puma M2+,LN-OJF,2721,13,11,2,13,11,2,0,The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.
4934,"May 19, 2016",0249,175 miles off the Egyptian coast,EgyptAir,804,Paris - Cairo,Airbus A320-232,SU-GCC,2088,66,56,10,66,56,10,0,"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.The most likely cause was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft."
4935,"July 22, 2016",?,"Bay of Bengal, Indian Ocean",Indian Air Force,?,Chennai (Tambram AFB) - Port Blair,Antonov 32,K2743,0809,29,23,6,29,23,6,0,"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area."
4936,"July 30, 2016",0742,"Near Lockhart, Texas",Heart of Texas Hot Air Balloon Rides,?,Sightseeing Fentress Airpark,Kubicek BB85Z Hot Air Balloon,N2469L,?,16,15,1,16,15,1,?,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.
4937,"August 05, 2016",1238,"Dubai, United Arab Emirates",Emirates,521,"Thiruvanthapuram, India - Dubai, UAE",Boeing 777-31H,A6-EMW,32700/434,300,282,18,0,0,0,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire."
4938,"August 31, 2016",1100,"Russian Mission, Alaksa",Hageland Aviiation,3190,Russian Mission- Marshall,Cessna 208 Grand Caravan,N752RV,208B5088,5,4,1,5,4,1,0,A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.
4939,"October 24, 2016",0720,Malta International Airport,AE Aviation,?,Malta-Luqa - Malta-Luga,Swearingen SA277-AT Expditer,N577MX,AT-577,5,3,2,5,3,2,0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya."
4940,"November 28, 2016",2200,"Near La Union, Colombia",LAMIA Bolivia,2933,"Santa Cruz, Bolivia - Medellin,Colombia",Avro RJ-85,CP-2933,E-2348,77,68,9,71,64,7,0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble."
4941,"December 03, 2016",1122,"Near Tanjung Pinanga, Indonesia",Indonesian Police,?,Pangkal Pinang - Batam Island,M28 Skytruck,P-4201,?,13,8,5,13,8,5,0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight."
4942,"December 07, 2016",1620,"Near Havlien, Pakistan",Pakistan International Airlines,661,Chitral - Islamabad,ATR-42-500,AP-BHO,663,48,42,6,48,42,6,0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.  Fracture of a turbine blade consequent to one procedure anomaly of PIA maintenance."
4943,"December 18, 2016",0610,"Near Wamena, Papua, Indonesia",Indonesian Air Force,?,Timika - Warmera,Lockheed C-130H Hercules,A-1134,4785,13,10,3,13,10,3,0,The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.
4944,"December 20, 2016",1723,"Puerto Carreno, Colombia",Aerosucre Colombia,?,Puerto Carreno - Bogota,Boeing 727-2JOF,HK-4544,21105/1158,6,0,6,5,0,5,0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out. Inadequate flight planning by the operator of the aircraft, and by the crew, by failure to properly perform dispatch procedures, take-off performance calculations and verification of limitations imposed by operational conditions of the aerodrome according to the configuration of the aircraft."
4945,"December 25, 2016",0527,"Near Adar, Russia",Russian Air Force,?,Chkalovsky AB -Ader - Latakia,Tupolev 154B-2,RA-85572,83A-572,92,84,8,92,84,8,0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore. TheThe PIC probably lost spatial orientation while climbing out over ocean."
4946,"January 16, 2017",0719,"Bishkek, Kyrgyzstan",My Cargo Airlines (ACT Airlines),6491,Hong Kong - Bishkek - Istanbul,Boeing 747-412F,TC-MCL,32897/1322,4,0,4,4,0,4,35,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog. The probablle cause of the accident was the missing control of the crew over the aircraft position in relation to the glideslope during the automatic approach, conducted at night in the weather conditions, suitable for ICAO CAT II landing, and as a result, the measures to perform a go-around, not taken in due time with the aircraft, having a significant deviation from the established approach chart, which led to the controlled flight impact with terrain at the distance of 930 m beyond the end of the active runway."
4947,"February 21, 2017",0900,"Melbourne, Victoria, Australia",Australian Corporate Jet Centres PTY. LTD,?,Melbournen - King Island,Beechcraft B200 Super King Air,VH-ZCR,BB1544,5,4,1,5,4,1,0,"The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. The aircraft's rudder trim was likely in the full nose-left position at the commencement of the take-off. The aircraft's full nose-left rudder trim setting was not detected by the pilot prior to take-off. Following a longer than expected ground roll, the pilot took-off with full left rudder trim selected. This configuration adversely affected the aircraft's climb performance and controllability, resulting in a collision with terrain."
4948,"March 10, 2017",1120,"Istanbul, Turkey",Swan Aviation,?,Istanbul - Bozuyuk,Sikorsky S-76C,TC-HEZ,760717,7,5,2,7,5,2,0,"The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots."
4949,"March 27, 2017",0815,"Mautaer, Zimbabwe",ETA Air Charter,?,"Beira, Mozambique - Harare, Zimbabwe",Britten-Norman BN2 Islander,C9-AOV,024,6,4,2,6,4,2,0,While en route the air transport plane collided with Mount Vumba in poor weather conditions.
4950,"May 05, 2017",0653,"Charleston, West Virginia",Air Cargo Carriers,?,Louisville - Charleston,Shorts 300-200,N334AC,SH-3029,2,0,2,2,0,2,0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine. The flight crew's improper decision to conduct a circling approach contrary to the operator's standard operating procedures and the captain's excessive descent rate and maneuvering during the approach, which led to inadvertent, uncontrolled contact with the ground."
4951,"May 27, 2017",1402,"Tenzing, Nepal",Summit Air,409,Kathmandu - Lukla,Let L-410UVP-E20,9N-AKY,2917,3,0,3,2,0,2,0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed. The  probable cause of this accident was aircraft stall as a result of excessive drag created by sudden increase in angle of attack of the aircraft supplemented by low speed in an attempt to initiate immediate climb on a landing configuration warranted by the critical situation of the final phase of flight."
4952,"June 07, 2017",1335,"Off Dawei, Myanmar",Military - Myanmar Air Force,?,Myeik - Yangon,Shaanxi Y-8F-200W,5820,?,122,108,14,122,108,14,0,"The transport plane carrying military personnel and their familiies, left Myeik for a return trip to Yangon. The aircraft was at FL 180 when contact by air traffic control was lost 29 minutes into the flight. The plane crashed about 20 miles west of Dawei in the Andaman Sea.  The aircraft climbed to FL180 and proceeded along the coast. It passed two areas with cumulonimbus clouds and the flight crew activated the wing anti-icing. At 13:31 hours an alarm was triggered, indicating engine air inlet icing. At the same time, while flying in the vicinity of another area with cumulonimbus clouds, cross wind increased from 8 knots to 42 knots. In these conditions the aircraft stalled and entered a spin. The flight crew failed to recover from the spin and the aircraft impacted the sea."
4953,"June 28, 2017",1015,"Mount Gambier, South Australia",Angel Flight,?,Suttontown - Adelaide,Socata TB1-10 Tobago,VH-YTM,1518,3,2,1,3,2,1,0,The medical flight crashed 3 km south of Mount Gambier Airport in heavy fog. The plane had just taken off and was bound for Adelaide with a patient and her daughter. Angel Flight is used to help people in rural areas access medical treatment.
4954,"July 10, 2017",1600,"Near Itta Bena, Mississipi",USMC,?,"Cherry Point, NC - El Centro, CA",Lockheed KC-130T Hercules,165000,382-5303,16,14,2,16,14,2,0,"While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller."
4955,"September 30, 2017",0730,"Near Kinshasa, Congo",Air Force of the Democratic Republic of the Congo,?,"Kinshasa, - Bunia",Antonov An-12B,EX-001,5343606,12,6,6,12,6,6,0,The aircraft departed Kinshasa carrying ammunition and 2 vehicles. A few minutes after takeoff the crew reported a technical problem and received permission to make an emergency landing. Shortly after the plane lost control and crashed in flames about 20 km NE of Kinshasa.
4956,"October 12, 2017",1715,"Near Cuílo, Angola",Guicango,?,Dundo - Luanda,Embraer EMB-120ER,D2-FDO,120082,7,4,3,7,4,3,0,"The air ambulance crashed en route shortly after the pilot reported a malfunction in the engine, followed by fire."
4957,"October 14, 2017",0830,"Abidjan, Ivory Coast",Valan International Cargo Charter,?,Burkina Faso - Abidjan,Antonov AN-26-100,ER-AVB,3204,10,4,6,4,4,0,0,"The cargo plane, carrying French military cargo, crashed in shallow waters along the coastline while on final approach to Abidjan-Felix Houphouet Boigny Airport. The plane was carrying 6 Moldovan crew members and 4 French army personnel. Weather reports indicate that a thunderstorm was passing the airport at the time of the accident. The probable cause of this accident is the continuation of the approach below minimums without having established formal visual contact with runway references and without adequate monitoring of the aircraft's glide path."
4958,"November 15, 2017",0800,"Empakaai, Tanzania",Costal Aviation,?,Arusha - Serengeti,Cessna 208B Grand Caravan,5H-EGG,208B-0476,11,10,1,11,10,1,0,"The chartered Cessna was flying tourists from Kilimanjaro to Arusha. The plane circled for 30 minuets due to poor weather conditions before crashing. The direct cause of the accident was the uncommanded inflight RH engine propeller blades setting to the angle of minus 1.8° which caused the significant rolling and turning moments, the A/C loss of speed and controllability, and the subsequent with the ground collision."
4959,"December 13, 2017",1815,"Near Fond-du-Lac, Saskatchewan",West Wind Aviation,?,Fond-du-Lac - Stony Rapids,ATR42-320,C-GWEA,240,25,22,3,1,1,0,0,"Shortly after taking off, the aircraft lost altitude and descended into trees. All 22 passengers and 3 crew survived but there were several injuries. One passenger died two weeks after the accident.  During the descent, the aircraft encountered icing conditions and the anti-icing system was activated. When the anti-icing system was turned off, residual ice remained on portions of the aircraft. When the plane took off again it could not gain altitude and crashed. Also, there was inadequate de icing equipment at the airport."
4960,"December 31, 2017",1216,"Punta Islita, Costa Rica",Naure Air,?,Punta Islita - San Jose,Cessna 208B Grand Caravan,TI-BEI,208B-0900,12,10,2,12,10,2,0,"The passenger plane crashed 10 minutes after taking off from Punta Islita into a wooded area. Ten American passengers and crew of 2 were all killed. On 1/12/2018 the companies Air Operator certificate was suspended,  According to a hotel worker that was at the airport during the departure, when the accident airplane took off, it did not make the same right turn as the prior airplane but continued on runway heading into terrain."
4961,"January 29, 2018",?,"Zhengchang, Suiyang County, Guizhou Province",People's Liberation Army Air Force,?,Training,Shaanxi Y-8GX-3,30513,?,12,7,5,12,7,5,0,"While completing a training mission, the airplane crashed in unknown circumstances near the Zhengchang village, in the Guizhou Province."
4962,"February 10, 2018",1731,"Grand Canyon, Arizona",Papillon,?,Sightseeing,Eurocopter EC 130B4,N155GC,7091,7,6,1,3,3,0,0,The helicopter was observed making strange manoeuvres before clipping a cliff which snapped off its tail end. The aircraft then plummeted 600ft to the base of a gorge. There were strong winds in the area at the time of the accident.
4963,"February 11, 2018",1431,"Argunovo, Russia",Saratov Airlines,703,Moscow - Orsk,Antonov AN-148-100,RA-61704,27015040004,71,65,6,71,65,6,0,"The regional airliner took off from Moscow at 1422. Six minutes later, after reaching an altitude of 6,000 feet, contact was lost with the aircraft. The plane then lost altitude at an accelerated rate until it impacted the ground and disintegrated. Wreckage was scattered over a wide area of over 1 km. Authorities confirmed the aircraft was intact until the time of impact. There were discrepancies between the air speed readings on the captain's side compared to the standby airspeed indicator. The probable cause was due to erroneous actions of the crew at the stage of climbing in instrument weather conditions from unreliable readings of instrument speed caused by icing  of all three pitot tubes, which led to the loss of control of the aircraft,"
4964,"February 18, 2018",0932,"Kohangan village, Iran",Iran Aseman Airlines,EP3704,Tehran - Yasuj,ATR 72-212,EP-ATS,391,66,60,6,66,60,6,0,"The airliner was on approach to Yasuj Airport and descending when it crashed into Mt. Dena, 14 miles north of the airport. Poor weather with fog was reported at the time of the accident.  The crew action which caused dangerous conditions for the flight.  Continuing to the Yasouj airport for landing against the operation manual of the company, due to low altitude ceiling of the cloud and related cloud mass. Descending to unauthorized altitude below minimum of the route and MSA."
